 AAPL , AAPL-MSE , MSFT , MSFT-MSE , AMZN , AMZN-MSE , GOOGL , GOOGL-MSE , BRK-B , BRK.B-MSE , TSLA , TSLA-MSE , NVDA , NVDA-MSE , GOOG , GOOG-MSE , UNH , UNH-MSE , JPM , JPM-MSE , AVGO , AVGO-MSE , V , V-MSE , BAC , BAC-MSE , HD , HD-MSE , MA , MA-MSE , MRK , MRK-MSE , ABBV , ABBV-MSE , LLY , LLY-MSE , UPS , UPS-MSE , CAT , CAT-MSE 
AAPL_1t_L4_U128_U128_U128_U128_B32_D02,0.042576391,MSFT_1t_L4_U128_U128_U128_U128_B32_D02,0.021555325,AMZN_1t_L4_U128_U128_U128_U128_B32_D02,0.034396347,GOOGL_1t_L4_U128_U128_U128_U128_B32_D02,0.024232093,BRK-B_1t_L4_U128_U128_U128_U128_B32_D02,0.028501365,TSLA_1t_L4_U128_U128_U128_U128_B32_D02,0.024505133,NVDA_1t_L4_U128_U128_U128_U128_B32_D02,0.999661744,GOOG_1t_L4_U128_U128_U128_U128_B32_D02,0.043199804,UNH_1t_L4_U128_U128_U128_U128_B32_D02,0.028715542,JPM_1t_L4_U128_U128_U128_U128_B32_D02,0.022035254,AVGO_1t_L4_U128_U128_U128_U128_B32_D02,0.034186512,V_1t_L4_U128_U128_U128_U128_B32_D02,0.019669203,BAC_1t_L4_U128_U128_U128_U128_B32_D02,0.010080213,HD_1t_L4_U128_U128_U128_U128_B32_D02,0.034186512,MA_1t_L4_U128_U128_U128_U128_B32_D02,0.035441708,MRK_1t_L4_U128_U128_U128_U128_B32_D02,0.046001785,ABBV_1t_L4_U128_U128_U128_U128_B32_D02,0.059314646,LLY_1t_L4_U128_U128_U128_U128_B32_D02,0.030898381,UPS_1t_L4_U128_U128_U128_U128_B32_D02,0.039239731,CAT_1t_L4_U128_U128_U128_U128_B32_D02,0.076996133
AAPL_1t_L4_U128_U128_U128_U64_B32_D02,0.053485975,MSFT_1t_L4_U128_U128_U128_U64_B32_D02,0.026743727,AMZN_1t_L4_U128_U128_U128_U64_B32_D02,0.045726594,GOOGL_1t_L4_U128_U128_U128_U64_B32_D02,0.016046528,BRK-B_1t_L4_U128_U128_U128_U64_B32_D02,0.999435306,TSLA_1t_L4_U128_U128_U128_U64_B32_D02,0.01774664,NVDA_1t_L4_U128_U128_U128_U64_B32_D02,0.047860622,GOOG_1t_L4_U128_U128_U128_U64_B32_D02,0.066477105,UNH_1t_L4_U128_U128_U128_U64_B32_D02,0.014187468,JPM_1t_L4_U128_U128_U128_U64_B32_D02,0.010038939,AVGO_1t_L4_U128_U128_U128_U64_B32_D02,0.009303888,V_1t_L4_U128_U128_U128_U64_B32_D02,0.030158199,BAC_1t_L4_U128_U128_U128_U64_B32_D02,0.018446324,HD_1t_L4_U128_U128_U128_U64_B32_D02,0.009303888,MA_1t_L4_U128_U128_U128_U64_B32_D02,0.029142942,MRK_1t_L4_U128_U128_U128_U64_B32_D02,0.035568174,ABBV_1t_L4_U128_U128_U128_U64_B32_D02,0.048665356,LLY_1t_L4_U128_U128_U128_U64_B32_D02,0.036800466,UPS_1t_L4_U128_U128_U128_U64_B32_D02,0.025463454,CAT_1t_L4_U128_U128_U128_U64_B32_D02,0.037680954
AAPL_1t_L4_U128_U128_U64_U64_B32_D02,0.021727828,MSFT_1t_L4_U128_U128_U64_U64_B32_D02,0.025945969,AMZN_1t_L4_U128_U128_U64_U64_B32_D02,0.034238052,GOOGL_1t_L4_U128_U128_U64_U64_B32_D02,0.017418377,BRK-B_1t_L4_U128_U128_U64_U64_B32_D02,0.018483348,TSLA_1t_L4_U128_U128_U64_U64_B32_D02,0.026513554,NVDA_1t_L4_U128_U128_U64_U64_B32_D02,0.999660969,GOOG_1t_L4_U128_U128_U64_U64_B32_D02,0.027939146,UNH_1t_L4_U128_U128_U64_U64_B32_D02,0.018720938,JPM_1t_L4_U128_U128_U64_U64_B32_D02,0.035143595,AVGO_1t_L4_U128_U128_U64_U64_B32_D02,0.022640664,V_1t_L4_U128_U128_U64_U64_B32_D02,0.022426356,BAC_1t_L4_U128_U128_U64_U64_B32_D02,0.028501365,HD_1t_L4_U128_U128_U64_U64_B32_D02,0.022640664,MA_1t_L4_U128_U128_U64_U64_B32_D02,0.036093485,MRK_1t_L4_U128_U128_U64_U64_B32_D02,0.048478719,ABBV_1t_L4_U128_U128_U64_U64_B32_D02,0.061176307,LLY_1t_L4_U128_U128_U64_U64_B32_D02,0.030149253,UPS_1t_L4_U128_U128_U64_U64_B32_D02,0.067406766,CAT_1t_L4_U128_U128_U64_U64_B32_D02,0.029874023
AAPL_1t_L4_U128_U64_U64_U64_B32_D02,0.999432325,MSFT_1t_L4_U128_U64_U64_U64_B32_D02,0.999429286,AMZN_1t_L4_U128_U64_U64_U64_B32_D02,0.999407649,GOOGL_1t_L4_U128_U64_U64_U64_B32_D02,0.999386609,BRK-B_1t_L4_U128_U64_U64_U64_B32_D02,0.019103823,TSLA_1t_L4_U128_U64_U64_U64_B32_D02,0.999415636,NVDA_1t_L4_U128_U64_U64_U64_B32_D02,0.99945271,GOOG_1t_L4_U128_U64_U64_U64_B32_D02,0.999427617,UNH_1t_L4_U128_U64_U64_U64_B32_D02,0.999423087,JPM_1t_L4_U128_U64_U64_U64_B32_D02,0.999435365,AVGO_1t_L4_U128_U64_U64_U64_B32_D02,0.999426723,V_1t_L4_U128_U64_U64_U64_B32_D02,0.999429226,BAC_1t_L4_U128_U64_U64_U64_B32_D02,0.999435306,HD_1t_L4_U128_U64_U64_U64_B32_D02,0.999426723,MA_1t_L4_U128_U64_U64_U64_B32_D02,0.999443293,MRK_1t_L4_U128_U64_U64_U64_B32_D02,0.999432325,ABBV_1t_L4_U128_U64_U64_U64_B32_D02,0.999436557,LLY_1t_L4_U128_U64_U64_U64_B32_D02,0.99941808,UPS_1t_L4_U128_U64_U64_U64_B32_D02,0.999426365,CAT_1t_L4_U128_U64_U64_U64_B32_D02,0.999405205
AAPL_1t_L4_U128_U64_U64_U32_B32_D02,0.049255643,MSFT_1t_L4_U128_U64_U64_U32_B32_D02,0.036282994,AMZN_1t_L4_U128_U64_U64_U32_B32_D02,0.02662443,GOOGL_1t_L4_U128_U64_U64_U32_B32_D02,0.017887192,BRK-B_1t_L4_U128_U64_U64_U32_B32_D02,0.013956281,TSLA_1t_L4_U128_U64_U64_U32_B32_D02,0.031785991,NVDA_1t_L4_U128_U64_U64_U32_B32_D02,0.999662042,GOOG_1t_L4_U128_U64_U64_U32_B32_D02,0.045360222,UNH_1t_L4_U128_U64_U64_U32_B32_D02,0.045528244,JPM_1t_L4_U128_U64_U64_U32_B32_D02,0.027480334,AVGO_1t_L4_U128_U64_U64_U32_B32_D02,0.035851017,V_1t_L4_U128_U64_U64_U32_B32_D02,0.019192064,BAC_1t_L4_U128_U64_U64_U32_B32_D02,0.018483348,HD_1t_L4_U128_U64_U64_U32_B32_D02,0.035851017,MA_1t_L4_U128_U64_U64_U32_B32_D02,0.034582283,MRK_1t_L4_U128_U64_U64_U32_B32_D02,0.025573578,ABBV_1t_L4_U128_U64_U64_U32_B32_D02,0.095266767,LLY_1t_L4_U128_U64_U64_U32_B32_D02,0.014772201,UPS_1t_L4_U128_U64_U64_U32_B32_D02,0.053816885,CAT_1t_L4_U128_U64_U64_U32_B32_D02,0.042992268
AAPL_1t_L4_U64_U64_U64_U64_B32_D02,0.039214097,MSFT_1t_L4_U64_U64_U64_U64_B32_D02,0.01104379,AMZN_1t_L4_U64_U64_U64_U64_B32_D02,0.037515432,GOOGL_1t_L4_U64_U64_U64_U64_B32_D02,0.034649353,BRK-B_1t_L4_U64_U64_U64_U64_B32_D02,0.029207239,TSLA_1t_L4_U64_U64_U64_U64_B32_D02,0.028645266,NVDA_1t_L4_U64_U64_U64_U64_B32_D02,0.029175997,GOOG_1t_L4_U64_U64_U64_U64_B32_D02,0.038860269,UNH_1t_L4_U64_U64_U64_U64_B32_D02,0.036032744,JPM_1t_L4_U64_U64_U64_U64_B32_D02,0.023664262,AVGO_1t_L4_U64_U64_U64_U64_B32_D02,0.022102034,V_1t_L4_U64_U64_U64_U64_B32_D02,0.042425323,BAC_1t_L4_U64_U64_U64_U64_B32_D02,0.019103823,HD_1t_L4_U64_U64_U64_U64_B32_D02,0.022102034,MA_1t_L4_U64_U64_U64_U64_B32_D02,0.032862097,MRK_1t_L4_U64_U64_U64_U64_B32_D02,0.037923582,ABBV_1t_L4_U64_U64_U64_U64_B32_D02,0.057046108,LLY_1t_L4_U64_U64_U64_U64_B32_D02,0.047847807,UPS_1t_L4_U64_U64_U64_U64_B32_D02,0.011905285,CAT_1t_L4_U64_U64_U64_U64_B32_D02,0.019829603
AAPL_1t_L4_U64_U64_U64_U32_B32_D02,0.041584637,MSFT_1t_L4_U64_U64_U64_U32_B32_D02,0.009734748,AMZN_1t_L4_U64_U64_U64_U32_B32_D02,0.033856045,GOOGL_1t_L4_U64_U64_U64_U32_B32_D02,0.018876767,BRK-B_1t_L4_U64_U64_U64_U32_B32_D02,0.999476016,TSLA_1t_L4_U64_U64_U64_U32_B32_D02,0.030501287,NVDA_1t_L4_U64_U64_U64_U32_B32_D02,0.05322912,GOOG_1t_L4_U64_U64_U64_U32_B32_D02,0.020261319,UNH_1t_L4_U64_U64_U64_U32_B32_D02,0.025601793,JPM_1t_L4_U64_U64_U64_U32_B32_D02,0.020740669,AVGO_1t_L4_U64_U64_U64_U32_B32_D02,0.03122936,V_1t_L4_U64_U64_U64_U32_B32_D02,0.015255133,BAC_1t_L4_U64_U64_U64_U32_B32_D02,0.013956281,HD_1t_L4_U64_U64_U64_U32_B32_D02,0.03122936,MA_1t_L4_U64_U64_U64_U32_B32_D02,0.036342755,MRK_1t_L4_U64_U64_U64_U32_B32_D02,0.037221488,ABBV_1t_L4_U64_U64_U64_U32_B32_D02,0.022565696,LLY_1t_L4_U64_U64_U64_U32_B32_D02,0.033375055,UPS_1t_L4_U64_U64_U64_U32_B32_D02,0.022491392,CAT_1t_L4_U64_U64_U64_U32_B32_D02,0.055965792
AAPL_1t_L4_U64_U64_U32_U32_B32_D02,0.046732083,MSFT_1t_L4_U64_U64_U32_U32_B32_D02,0.014839251,AMZN_1t_L4_U64_U64_U32_U32_B32_D02,0.04185579,GOOGL_1t_L4_U64_U64_U32_U32_B32_D02,0.022076854,BRK-B_1t_L4_U64_U64_U32_U32_B32_D02,0.034429308,TSLA_1t_L4_U64_U64_U32_U32_B32_D02,0.018413702,NVDA_1t_L4_U64_U64_U32_U32_B32_D02,0.086761698,GOOG_1t_L4_U64_U64_U32_U32_B32_D02,0.035988778,UNH_1t_L4_U64_U64_U32_U32_B32_D02,0.04436978,JPM_1t_L4_U64_U64_U32_U32_B32_D02,0.040070266,AVGO_1t_L4_U64_U64_U32_U32_B32_D02,0.013239996,V_1t_L4_U64_U64_U32_U32_B32_D02,0.040012475,BAC_1t_L4_U64_U64_U32_U32_B32_D02,0.029207239,HD_1t_L4_U64_U64_U32_U32_B32_D02,0.013239996,MA_1t_L4_U64_U64_U32_U32_B32_D02,0.042892918,MRK_1t_L4_U64_U64_U32_U32_B32_D02,0.025666069,ABBV_1t_L4_U64_U64_U32_U32_B32_D02,0.037652265,LLY_1t_L4_U64_U64_U32_U32_B32_D02,0.026043646,UPS_1t_L4_U64_U64_U32_U32_B32_D02,0.015983133,CAT_1t_L4_U64_U64_U32_U32_B32_D02,0.042044394
AAPL_1t_L4_U64_U32_U32_U32_B32_D02,0.999404728,MSFT_1t_L4_U64_U32_U32_U32_B32_D02,0.999417663,AMZN_1t_L4_U64_U32_U32_U32_B32_D02,0.999416292,GOOGL_1t_L4_U64_U32_U32_U32_B32_D02,0.999405146,BRK-B_1t_L4_U64_U32_U32_U32_B32_D02,0.021986596,TSLA_1t_L4_U64_U32_U32_U32_B32_D02,0.999444067,NVDA_1t_L4_U64_U32_U32_U32_B32_D02,0.999442816,GOOG_1t_L4_U64_U32_U32_U32_B32_D02,0.999431968,UNH_1t_L4_U64_U32_U32_U32_B32_D02,0.999459326,JPM_1t_L4_U64_U32_U32_U32_B32_D02,0.99937129,AVGO_1t_L4_U64_U32_U32_U32_B32_D02,0.99944967,V_1t_L4_U64_U32_U32_U32_B32_D02,0.999491572,BAC_1t_L4_U64_U32_U32_U32_B32_D02,0.999476016,HD_1t_L4_U64_U32_U32_U32_B32_D02,0.99944967,MA_1t_L4_U64_U32_U32_U32_B32_D02,0.99941498,MRK_1t_L4_U64_U32_U32_U32_B32_D02,0.999431789,ABBV_1t_L4_U64_U32_U32_U32_B32_D02,0.999380052,LLY_1t_L4_U64_U32_U32_U32_B32_D02,0.999469221,UPS_1t_L4_U64_U32_U32_U32_B32_D02,0.999434352,CAT_1t_L4_U64_U32_U32_U32_B32_D02,0.999524236
AAPL_1t_L4_U64_U32_U32_U16_B32_D02,0.033878595,MSFT_1t_L4_U64_U32_U32_U16_B32_D02,0.020543147,AMZN_1t_L4_U64_U32_U32_U16_B32_D02,0.040367682,GOOGL_1t_L4_U64_U32_U32_U16_B32_D02,0.034270316,BRK-B_1t_L4_U64_U32_U32_U16_B32_D02,0.032727461,TSLA_1t_L4_U64_U32_U32_U16_B32_D02,0.028490122,NVDA_1t_L4_U64_U32_U32_U16_B32_D02,0.047612078,GOOG_1t_L4_U64_U32_U32_U16_B32_D02,0.04336017,UNH_1t_L4_U64_U32_U32_U16_B32_D02,0.017061127,JPM_1t_L4_U64_U32_U32_U16_B32_D02,0.028985601,AVGO_1t_L4_U64_U32_U32_U16_B32_D02,0.017880641,V_1t_L4_U64_U32_U32_U16_B32_D02,0.040068284,BAC_1t_L4_U64_U32_U32_U16_B32_D02,0.034429308,HD_1t_L4_U64_U32_U32_U16_B32_D02,0.017880641,MA_1t_L4_U64_U32_U32_U16_B32_D02,0.048181124,MRK_1t_L4_U64_U32_U32_U16_B32_D02,0.02369909,ABBV_1t_L4_U64_U32_U32_U16_B32_D02,0.038383044,LLY_1t_L4_U64_U32_U32_U16_B32_D02,0.033230856,UPS_1t_L4_U64_U32_U32_U16_B32_D02,0.031594872,CAT_1t_L4_U64_U32_U32_U16_B32_D02,0.026293889
AAPL_1t_L4_U32_U32_U32_U32_B32_D02,0.036976252,MSFT_1t_L4_U32_U32_U32_U32_B32_D02,0.03377191,AMZN_1t_L4_U32_U32_U32_U32_B32_D02,0.042228688,GOOGL_1t_L4_U32_U32_U32_U32_B32_D02,0.020748392,BRK-B_1t_L4_U32_U32_U32_U32_B32_D02,0.014135916,TSLA_1t_L4_U32_U32_U32_U32_B32_D02,0.015152591,NVDA_1t_L4_U32_U32_U32_U32_B32_D02,0.999660969,GOOG_1t_L4_U32_U32_U32_U32_B32_D02,0.032682594,UNH_1t_L4_U32_U32_U32_U32_B32_D02,0.024464449,JPM_1t_L4_U32_U32_U32_U32_B32_D02,0.013702217,AVGO_1t_L4_U32_U32_U32_U32_B32_D02,0.041197471,V_1t_L4_U32_U32_U32_U32_B32_D02,0.027136913,BAC_1t_L4_U32_U32_U32_U32_B32_D02,0.021986596,HD_1t_L4_U32_U32_U32_U32_B32_D02,0.041197471,MA_1t_L4_U32_U32_U32_U32_B32_D02,0.049193222,MRK_1t_L4_U32_U32_U32_U32_B32_D02,0.035236176,ABBV_1t_L4_U32_U32_U32_U32_B32_D02,0.016968723,LLY_1t_L4_U32_U32_U32_U32_B32_D02,0.031591475,UPS_1t_L4_U32_U32_U32_U32_B32_D02,0.05491307,CAT_1t_L4_U32_U32_U32_U32_B32_D02,0.021561116
AAPL_1t_L4_U32_U32_U32_U16_B32_D02,0.040367074,MSFT_1t_L4_U32_U32_U32_U16_B32_D02,0.018698461,AMZN_1t_L4_U32_U32_U32_U16_B32_D02,0.046120815,GOOGL_1t_L4_U32_U32_U32_U16_B32_D02,0.018944183,BRK-B_1t_L4_U32_U32_U32_U16_B32_D02,0.999462306,TSLA_1t_L4_U32_U32_U32_U16_B32_D02,0.026053693,NVDA_1t_L4_U32_U32_U32_U16_B32_D02,0.073176503,GOOG_1t_L4_U32_U32_U32_U16_B32_D02,0.030751597,UNH_1t_L4_U32_U32_U32_U16_B32_D02,0.059681818,JPM_1t_L4_U32_U32_U32_U16_B32_D02,0.029741336,AVGO_1t_L4_U32_U32_U32_U16_B32_D02,0.015058249,V_1t_L4_U32_U32_U32_U16_B32_D02,0.042300995,BAC_1t_L4_U32_U32_U32_U16_B32_D02,0.032727461,HD_1t_L4_U32_U32_U32_U16_B32_D02,0.015058249,MA_1t_L4_U32_U32_U32_U16_B32_D02,0.051047798,MRK_1t_L4_U32_U32_U32_U16_B32_D02,0.026616739,ABBV_1t_L4_U32_U32_U32_U16_B32_D02,0.018838746,LLY_1t_L4_U32_U32_U32_U16_B32_D02,0.031274669,UPS_1t_L4_U32_U32_U32_U16_B32_D02,0.030335391,CAT_1t_L4_U32_U32_U32_U16_B32_D02,0.036149308
AAPL_1t_L4_U32_U32_U16_U16_B32_D02,0.043815531,MSFT_1t_L4_U32_U32_U16_U16_B32_D02,0.024916239,AMZN_1t_L4_U32_U32_U16_U16_B32_D02,0.06520471,GOOGL_1t_L4_U32_U32_U16_U16_B32_D02,0.040169396,BRK-B_1t_L4_U32_U32_U16_U16_B32_D02,0.999529123,TSLA_1t_L4_U32_U32_U16_U16_B32_D02,0.041335952,NVDA_1t_L4_U32_U32_U16_U16_B32_D02,0.041425381,GOOG_1t_L4_U32_U32_U16_U16_B32_D02,0.058779765,UNH_1t_L4_U32_U32_U16_U16_B32_D02,0.038621619,JPM_1t_L4_U32_U32_U16_U16_B32_D02,0.022896837,AVGO_1t_L4_U32_U32_U16_U16_B32_D02,0.014846077,V_1t_L4_U32_U32_U16_U16_B32_D02,0.03005716,BAC_1t_L4_U32_U32_U16_U16_B32_D02,0.014135916,HD_1t_L4_U32_U32_U16_U16_B32_D02,0.014846077,MA_1t_L4_U32_U32_U16_U16_B32_D02,0.050919458,MRK_1t_L4_U32_U32_U16_U16_B32_D02,0.026771978,ABBV_1t_L4_U32_U32_U16_U16_B32_D02,0.016211079,LLY_1t_L4_U32_U32_U16_U16_B32_D02,0.043726943,UPS_1t_L4_U32_U32_U16_U16_B32_D02,0.027886553,CAT_1t_L4_U32_U32_U16_U16_B32_D02,0.027436648
AAPL_1t_L4_U32_U16_U16_U16_B32_D02,0.999396503,MSFT_1t_L4_U32_U16_U16_U16_B32_D02,0.999448001,AMZN_1t_L4_U32_U16_U16_U16_B32_D02,0.999432802,GOOGL_1t_L4_U32_U16_U16_U16_B32_D02,0.999341965,BRK-B_1t_L4_U32_U16_U16_U16_B32_D02,0.023295868,TSLA_1t_L4_U32_U16_U16_U16_B32_D02,0.999445617,NVDA_1t_L4_U32_U16_U16_U16_B32_D02,0.99944526,GOOG_1t_L4_U32_U16_U16_U16_B32_D02,0.999451518,UNH_1t_L4_U32_U16_U16_U16_B32_D02,0.999452353,JPM_1t_L4_U32_U16_U16_U16_B32_D02,0.999431431,AVGO_1t_L4_U32_U16_U16_U16_B32_D02,0.999440134,V_1t_L4_U32_U16_U16_U16_B32_D02,0.999375463,BAC_1t_L4_U32_U16_U16_U16_B32_D02,0.999462306,HD_1t_L4_U32_U16_U16_U16_B32_D02,0.999440134,MA_1t_L4_U32_U16_U16_U16_B32_D02,0.999450386,MRK_1t_L4_U32_U16_U16_U16_B32_D02,0.999407113,ABBV_1t_L4_U32_U16_U16_U16_B32_D02,0.999404371,LLY_1t_L4_U32_U16_U16_U16_B32_D02,0.999426126,UPS_1t_L4_U32_U16_U16_U16_B32_D02,0.999436915,CAT_1t_L4_U32_U16_U16_U16_B32_D02,0.999418914
AAPL_1t_L4_U32_U16_U16_U8_B32_D02,0.999439836,MSFT_1t_L4_U32_U16_U16_U8_B32_D02,0.999413431,AMZN_1t_L4_U32_U16_U16_U8_B32_D02,0.999417901,GOOGL_1t_L4_U32_U16_U16_U8_B32_D02,0.999361575,BRK-B_1t_L4_U32_U16_U16_U8_B32_D02,0.016423194,TSLA_1t_L4_U32_U16_U16_U8_B32_D02,0.999341667,NVDA_1t_L4_U32_U16_U16_U8_B32_D02,0.999450505,GOOG_1t_L4_U32_U16_U16_U8_B32_D02,0.999431908,UNH_1t_L4_U32_U16_U16_U8_B32_D02,0.99945879,JPM_1t_L4_U32_U16_U16_U8_B32_D02,0.999454796,AVGO_1t_L4_U32_U16_U16_U8_B32_D02,0.999387205,V_1t_L4_U32_U16_U16_U8_B32_D02,0.999410272,BAC_1t_L4_U32_U16_U16_U8_B32_D02,0.999529123,HD_1t_L4_U32_U16_U16_U8_B32_D02,0.999387205,MA_1t_L4_U32_U16_U16_U8_B32_D02,0.999473929,MRK_1t_L4_U32_U16_U16_U8_B32_D02,0.999449074,ABBV_1t_L4_U32_U16_U16_U8_B32_D02,0.999518871,LLY_1t_L4_U32_U16_U16_U8_B32_D02,0.99945271,UPS_1t_L4_U32_U16_U16_U8_B32_D02,0.999433398,CAT_1t_L4_U32_U16_U16_U8_B32_D02,0.999388754
AAPL_1t_L4_U16_U16_U16_U16_B32_D02,0.043652102,MSFT_1t_L4_U16_U16_U16_U16_B32_D02,0.00612296,AMZN_1t_L4_U16_U16_U16_U16_B32_D02,0.039964341,GOOGL_1t_L4_U16_U16_U16_U16_B32_D02,0.02711761,BRK-B_1t_L4_U16_U16_U16_U16_B32_D02,0.01857768,TSLA_1t_L4_U16_U16_U16_U16_B32_D02,0.043669537,NVDA_1t_L4_U16_U16_U16_U16_B32_D02,0.057260334,GOOG_1t_L4_U16_U16_U16_U16_B32_D02,0.033099987,UNH_1t_L4_U16_U16_U16_U16_B32_D02,0.036641959,JPM_1t_L4_U16_U16_U16_U16_B32_D02,0.019283529,AVGO_1t_L4_U16_U16_U16_U16_B32_D02,0.021128301,V_1t_L4_U16_U16_U16_U16_B32_D02,0.016086198,BAC_1t_L4_U16_U16_U16_U16_B32_D02,0.023295868,HD_1t_L4_U16_U16_U16_U16_B32_D02,0.021128301,MA_1t_L4_U16_U16_U16_U16_B32_D02,0.054402981,MRK_1t_L4_U16_U16_U16_U16_B32_D02,0.022504557,ABBV_1t_L4_U16_U16_U16_U16_B32_D02,0.0143138,LLY_1t_L4_U16_U16_U16_U16_B32_D02,0.033199873,UPS_1t_L4_U16_U16_U16_U16_B32_D02,0.021013523,CAT_1t_L4_U16_U16_U16_U16_B32_D02,0.018617315
AAPL_1t_L4_U16_U16_U16_U8_B32_D02,0.042362876,MSFT_1t_L4_U16_U16_U16_U8_B32_D02,0.017013347,AMZN_1t_L4_U16_U16_U16_U8_B32_D02,0.048394054,GOOGL_1t_L4_U16_U16_U16_U8_B32_D02,0.034427155,BRK-B_1t_L4_U16_U16_U16_U8_B32_D02,0.999445498,TSLA_1t_L4_U16_U16_U16_U8_B32_D02,0.02979755,NVDA_1t_L4_U16_U16_U16_U8_B32_D02,0.99966222,GOOG_1t_L4_U16_U16_U16_U8_B32_D02,0.044558063,UNH_1t_L4_U16_U16_U16_U8_B32_D02,0.024133721,JPM_1t_L4_U16_U16_U16_U8_B32_D02,0.018053835,AVGO_1t_L4_U16_U16_U16_U8_B32_D02,0.02970989,V_1t_L4_U16_U16_U16_U8_B32_D02,0.022110516,BAC_1t_L4_U16_U16_U16_U8_B32_D02,0.016423194,HD_1t_L4_U16_U16_U16_U8_B32_D02,0.02970989,MA_1t_L4_U16_U16_U16_U8_B32_D02,0.055240847,MRK_1t_L4_U16_U16_U16_U8_B32_D02,0.031738289,ABBV_1t_L4_U16_U16_U16_U8_B32_D02,0.019661089,LLY_1t_L4_U16_U16_U16_U8_B32_D02,0.039470874,UPS_1t_L4_U16_U16_U16_U8_B32_D02,0.032712381,CAT_1t_L4_U16_U16_U16_U8_B32_D02,0.020522958
AAPL_1t_L4_U16_U16_U8_U8_B32_D02,0.039539538,MSFT_1t_L4_U16_U16_U8_U8_B32_D02,0.020696878,AMZN_1t_L4_U16_U16_U8_U8_B32_D02,0.048180055,GOOGL_1t_L4_U16_U16_U8_U8_B32_D02,0.048804939,BRK-B_1t_L4_U16_U16_U8_U8_B32_D02,0.025649935,TSLA_1t_L4_U16_U16_U8_U8_B32_D02,0.026231883,NVDA_1t_L4_U16_U16_U8_U8_B32_D02,0.044055589,GOOG_1t_L4_U16_U16_U8_U8_B32_D02,0.033164006,UNH_1t_L4_U16_U16_U8_U8_B32_D02,0.041309845,JPM_1t_L4_U16_U16_U8_U8_B32_D02,0.016433323,AVGO_1t_L4_U16_U16_U8_U8_B32_D02,0.026670873,V_1t_L4_U16_U16_U8_U8_B32_D02,0.031993445,BAC_1t_L4_U16_U16_U8_U8_B32_D02,0.01857768,HD_1t_L4_U16_U16_U8_U8_B32_D02,0.026670873,MA_1t_L4_U16_U16_U8_U8_B32_D02,0.052139208,MRK_1t_L4_U16_U16_U8_U8_B32_D02,0.032525908,ABBV_1t_L4_U16_U16_U8_U8_B32_D02,0.045599997,LLY_1t_L4_U16_U16_U8_U8_B32_D02,0.026466778,UPS_1t_L4_U16_U16_U8_U8_B32_D02,0.027231846,CAT_1t_L4_U16_U16_U8_U8_B32_D02,0.019062705
AAPL_1t_L4_U16_U8_U8_U8_B32_D02,0.999460876,MSFT_1t_L4_U16_U8_U8_U8_B32_D02,0.999486387,AMZN_1t_L4_U16_U8_U8_U8_B32_D02,0.9993186,GOOGL_1t_L4_U16_U8_U8_U8_B32_D02,0.999459505,BRK-B_1t_L4_U16_U8_U8_U8_B32_D02,0.024273707,TSLA_1t_L4_U16_U8_U8_U8_B32_D02,0.999365866,NVDA_1t_L4_U16_U8_U8_U8_B32_D02,0.999417961,GOOG_1t_L4_U16_U8_U8_U8_B32_D02,0.999367535,UNH_1t_L4_U16_U8_U8_U8_B32_D02,0.999461472,JPM_1t_L4_U16_U8_U8_U8_B32_D02,0.999443293,AVGO_1t_L4_U16_U8_U8_U8_B32_D02,0.999471724,V_1t_L4_U16_U8_U8_U8_B32_D02,0.999423385,BAC_1t_L4_U16_U8_U8_U8_B32_D02,0.999445498,HD_1t_L4_U16_U8_U8_U8_B32_D02,0.999471724,MA_1t_L4_U16_U8_U8_U8_B32_D02,0.999433935,MRK_1t_L4_U16_U8_U8_U8_B32_D02,0.999453664,ABBV_1t_L4_U16_U8_U8_U8_B32_D02,0.999451637,LLY_1t_L4_U16_U8_U8_U8_B32_D02,0.999435544,UPS_1t_L4_U16_U8_U8_U8_B32_D02,0.999454141,CAT_1t_L4_U16_U8_U8_U8_B32_D02,0.999499738
