 AAPL , AAPL-MSE , MSFT , MSFT-MSE , AMZN , AMZN-MSE , GOOGL , GOOGL-MSE , BRK-B , BRK.B-MSE , TSLA , TSLA-MSE , NVDA , NVDA-MSE , GOOG , GOOG-MSE , UNH , UNH-MSE , JPM , JPM-MSE , AVGO , AVGO-MSE , V , V-MSE , BAC , BAC-MSE , HD , HD-MSE , MA , MA-MSE , MRK , MRK-MSE , ABBV , ABBV-MSE , LLY , LLY-MSE , UPS , UPS-MSE , CAT , CAT-MSE 
AAPL_t10_L3_U64_U32_U32_B64_D03,0.998851955,MSFT_t10_L3_U64_U32_U32_B64_D03,0.999659657,AMZN_t10_L3_U64_U32_U32_B64_D03,0.996291697,GOOGL_t10_L3_U64_U32_U32_B64_D03,0.998083115,BRK-B_t10_L3_U64_U32_U32_B64_D03,1.00120151,TSLA_t10_L3_U64_U32_U32_B64_D03,0.995676398,NVDA_t10_L3_U64_U32_U32_B64_D03,0.99851197,GOOG_t10_L3_U64_U32_U32_B64_D03,0.999232173,UNH_t10_L3_U64_U32_U32_B64_D03,0.997647524,JPM_t10_L3_U64_U32_U32_B64_D03,1.000825882,AVGO_t10_L3_U64_U32_U32_B64_D03,0.998266101,V_t10_L3_U64_U32_U32_B64_D03,0.99907726,BAC_t10_L3_U64_U32_U32_B64_D03,0.998486161,HD_t10_L3_U64_U32_U32_B64_D03,0.998266101,MA_t10_L3_U64_U32_U32_B64_D03,1.000014544,MRK_t10_L3_U64_U32_U32_B64_D03,0.999563754,ABBV_t10_L3_U64_U32_U32_B64_D03,0.997238815,LLY_t10_L3_U64_U32_U32_B64_D03,0.998843551,UPS_t10_L3_U64_U32_U32_B64_D03,1.001123667,CAT_t10_L3_U64_U32_U32_B64_D03,0.999102056
AAPL_t10_L3_U64_U32_U16_B64_D03,0.999626637,MSFT_t10_L3_U64_U32_U16_B64_D03,0.9979375,AMZN_t10_L3_U64_U32_U16_B64_D03,0.999330401,GOOGL_t10_L3_U64_U32_U16_B64_D03,0.998559058,BRK-B_t10_L3_U64_U32_U16_B64_D03,1.00125277,TSLA_t10_L3_U64_U32_U16_B64_D03,1.002370715,NVDA_t10_L3_U64_U32_U16_B64_D03,1.001460433,GOOG_t10_L3_U64_U32_U16_B64_D03,0.999510467,UNH_t10_L3_U64_U32_U16_B64_D03,1.000085473,JPM_t10_L3_U64_U32_U16_B64_D03,0.998310208,AVGO_t10_L3_U64_U32_U16_B64_D03,0.998189867,V_t10_L3_U64_U32_U16_B64_D03,0.997597992,BAC_t10_L3_U64_U32_U16_B64_D03,0.999531031,HD_t10_L3_U64_U32_U16_B64_D03,0.998189867,MA_t10_L3_U64_U32_U16_B64_D03,0.99893868,MRK_t10_L3_U64_U32_U16_B64_D03,0.998480976,ABBV_t10_L3_U64_U32_U16_B64_D03,0.999038577,LLY_t10_L3_U64_U32_U16_B64_D03,1.000150919,UPS_t10_L3_U64_U32_U16_B64_D03,0.998359144,CAT_t10_L3_U64_U32_U16_B64_D03,0.998887658
AAPL_t10_L3_U32_U32_U32_B64_D03,1.000607967,MSFT_t10_L3_U32_U32_U32_B64_D03,1.000775337,AMZN_t10_L3_U32_U32_U32_B64_D03,0.997482955,GOOGL_t10_L3_U32_U32_U32_B64_D03,0.997861505,BRK-B_t10_L3_U32_U32_U32_B64_D03,0.999276042,TSLA_t10_L3_U32_U32_U32_B64_D03,0.99988687,NVDA_t10_L3_U32_U32_U32_B64_D03,0.998083889,GOOG_t10_L3_U32_U32_U32_B64_D03,0.997423768,UNH_t10_L3_U32_U32_U32_B64_D03,0.999986947,JPM_t10_L3_U32_U32_U32_B64_D03,0.998723865,AVGO_t10_L3_U32_U32_U32_B64_D03,0.996683478,V_t10_L3_U32_U32_U32_B64_D03,1.001106024,BAC_t10_L3_U32_U32_U32_B64_D03,1.00120151,HD_t10_L3_U32_U32_U32_B64_D03,0.996683478,MA_t10_L3_U32_U32_U32_B64_D03,0.998856425,MRK_t10_L3_U32_U32_U32_B64_D03,1.001476526,ABBV_t10_L3_U32_U32_U32_B64_D03,1.000469208,LLY_t10_L3_U32_U32_U32_B64_D03,1.001090646,UPS_t10_L3_U32_U32_U32_B64_D03,0.996813655,CAT_t10_L3_U32_U32_U32_B64_D03,0.99784559
AAPL_t10_L3_U32_U32_U16_B64_D03,0.99994278,MSFT_t10_L3_U32_U32_U16_B64_D03,0.998060644,AMZN_t10_L3_U32_U32_U16_B64_D03,0.998005211,GOOGL_t10_L3_U32_U32_U16_B64_D03,0.999309421,BRK-B_t10_L3_U32_U32_U16_B64_D03,1.002329111,TSLA_t10_L3_U32_U32_U16_B64_D03,0.994383335,NVDA_t10_L3_U32_U32_U16_B64_D03,0.999553323,GOOG_t10_L3_U32_U32_U16_B64_D03,0.999063432,UNH_t10_L3_U32_U32_U16_B64_D03,0.999379933,JPM_t10_L3_U32_U32_U16_B64_D03,0.99838388,AVGO_t10_L3_U32_U32_U16_B64_D03,0.996987402,V_t10_L3_U32_U32_U16_B64_D03,1.000177503,BAC_t10_L3_U32_U32_U16_B64_D03,1.00125277,HD_t10_L3_U32_U32_U16_B64_D03,0.996987402,MA_t10_L3_U32_U32_U16_B64_D03,0.994894505,MRK_t10_L3_U32_U32_U16_B64_D03,1.001217246,ABBV_t10_L3_U32_U32_U16_B64_D03,1.002831817,LLY_t10_L3_U32_U32_U16_B64_D03,0.999555588,UPS_t10_L3_U32_U32_U16_B64_D03,0.997906625,CAT_t10_L3_U32_U32_U16_B64_D03,0.999195695
AAPL_t10_L3_U32_U16_U16_B64_D03,0.997629821,MSFT_t10_L3_U32_U16_U16_B64_D03,0.999818921,AMZN_t10_L3_U32_U16_U16_B64_D03,0.999677956,GOOGL_t10_L3_U32_U16_U16_B64_D03,0.998560905,BRK-B_t10_L3_U32_U16_U16_B64_D03,0.996446848,TSLA_t10_L3_U32_U16_U16_B64_D03,0.998271763,NVDA_t10_L3_U32_U16_U16_B64_D03,0.999570072,GOOG_t10_L3_U32_U16_U16_B64_D03,0.998801112,UNH_t10_L3_U32_U16_U16_B64_D03,0.99820435,JPM_t10_L3_U32_U16_U16_B64_D03,0.997484505,AVGO_t10_L3_U32_U16_U16_B64_D03,0.994380057,V_t10_L3_U32_U16_U16_B64_D03,1.001832604,BAC_t10_L3_U32_U16_U16_B64_D03,0.999276042,HD_t10_L3_U32_U16_U16_B64_D03,0.994380057,MA_t10_L3_U32_U16_U16_B64_D03,1.000541687,MRK_t10_L3_U32_U16_U16_B64_D03,0.99817723,ABBV_t10_L3_U32_U16_U16_B64_D03,0.997991145,LLY_t10_L3_U32_U16_U16_B64_D03,0.999080002,UPS_t10_L3_U32_U16_U16_B64_D03,0.997762918,CAT_t10_L3_U32_U16_U16_B64_D03,1.000505328
AAPL_t10_L3_U32_U16_U8_B64_D03,0.997503221,MSFT_t10_L3_U32_U16_U8_B64_D03,0.998722136,AMZN_t10_L3_U32_U16_U8_B64_D03,0.996377707,GOOGL_t10_L3_U32_U16_U8_B64_D03,1.000965238,BRK-B_t10_L3_U32_U16_U8_B64_D03,0.997450411,TSLA_t10_L3_U32_U16_U8_B64_D03,0.999505758,NVDA_t10_L3_U32_U16_U8_B64_D03,0.996726394,GOOG_t10_L3_U32_U16_U8_B64_D03,0.997624815,UNH_t10_L3_U32_U16_U8_B64_D03,1.001538038,JPM_t10_L3_U32_U16_U8_B64_D03,1.000836134,AVGO_t10_L3_U32_U16_U8_B64_D03,1.001772046,V_t10_L3_U32_U16_U8_B64_D03,0.998154521,BAC_t10_L3_U32_U16_U8_B64_D03,1.002329111,HD_t10_L3_U32_U16_U8_B64_D03,1.001772046,MA_t10_L3_U32_U16_U8_B64_D03,0.999422491,MRK_t10_L3_U32_U16_U8_B64_D03,0.999015927,ABBV_t10_L3_U32_U16_U8_B64_D03,0.999193251,LLY_t10_L3_U32_U16_U8_B64_D03,0.998980105,UPS_t10_L3_U32_U16_U8_B64_D03,1.001708031,CAT_t10_L3_U32_U16_U8_B64_D03,1.000480771
AAPL_t10_L3_U16_U16_U16_B64_D03,0.998069704,MSFT_t10_L3_U16_U16_U16_B64_D03,0.999400496,AMZN_t10_L3_U16_U16_U16_B64_D03,1.000662804,GOOGL_t10_L3_U16_U16_U16_B64_D03,0.996684551,BRK-B_t10_L3_U16_U16_U16_B64_D03,1.000955701,TSLA_t10_L3_U16_U16_U16_B64_D03,1.000857353,NVDA_t10_L3_U16_U16_U16_B64_D03,0.995186806,GOOG_t10_L3_U16_U16_U16_B64_D03,1.00219667,UNH_t10_L3_U16_U16_U16_B64_D03,0.99854815,JPM_t10_L3_U16_U16_U16_B64_D03,0.997315407,AVGO_t10_L3_U16_U16_U16_B64_D03,1.000677347,V_t10_L3_U16_U16_U16_B64_D03,0.999391377,BAC_t10_L3_U16_U16_U16_B64_D03,0.996446848,HD_t10_L3_U16_U16_U16_B64_D03,1.000677347,MA_t10_L3_U16_U16_U16_B64_D03,0.999954402,MRK_t10_L3_U16_U16_U16_B64_D03,0.998140454,ABBV_t10_L3_U16_U16_U16_B64_D03,0.999858737,LLY_t10_L3_U16_U16_U16_B64_D03,1.001184821,UPS_t10_L3_U16_U16_U16_B64_D03,0.998653054,CAT_t10_L3_U16_U16_U16_B64_D03,1.002272129
AAPL_t10_L3_U16_U16_U8_B64_D03,1.001422763,MSFT_t10_L3_U16_U16_U8_B64_D03,0.998997688,AMZN_t10_L3_U16_U16_U8_B64_D03,0.997658134,GOOGL_t10_L3_U16_U16_U8_B64_D03,0.999050796,BRK-B_t10_L3_U16_U16_U8_B64_D03,1.000493526,TSLA_t10_L3_U16_U16_U8_B64_D03,0.997438192,NVDA_t10_L3_U16_U16_U8_B64_D03,0.997622013,GOOG_t10_L3_U16_U16_U8_B64_D03,1.002012968,UNH_t10_L3_U16_U16_U8_B64_D03,0.998949945,JPM_t10_L3_U16_U16_U8_B64_D03,0.997924805,AVGO_t10_L3_U16_U16_U8_B64_D03,0.998893738,V_t10_L3_U16_U16_U8_B64_D03,0.999392033,BAC_t10_L3_U16_U16_U8_B64_D03,0.997450411,HD_t10_L3_U16_U16_U8_B64_D03,0.998893738,MA_t10_L3_U16_U16_U8_B64_D03,0.998978913,MRK_t10_L3_U16_U16_U8_B64_D03,0.999876976,ABBV_t10_L3_U16_U16_U8_B64_D03,0.998268485,LLY_t10_L3_U16_U16_U8_B64_D03,0.99803412,UPS_t10_L3_U16_U16_U8_B64_D03,1.000765085,CAT_t10_L3_U16_U16_U8_B64_D03,0.997806013
AAPL_t10_L3_U16_U8_U8_B64_D03,0.9965415,MSFT_t10_L3_U16_U8_U8_B64_D03,0.996966004,AMZN_t10_L3_U16_U8_U8_B64_D03,0.999635398,GOOGL_t10_L3_U16_U8_U8_B64_D03,0.999108613,BRK-B_t10_L3_U16_U8_U8_B64_D03,0.068995282,TSLA_t10_L3_U16_U8_U8_B64_D03,0.994156003,NVDA_t10_L3_U16_U8_U8_B64_D03,0.999633253,GOOG_t10_L3_U16_U8_U8_B64_D03,0.999685407,UNH_t10_L3_U16_U8_U8_B64_D03,1.000033498,JPM_t10_L3_U16_U8_U8_B64_D03,0.99841249,AVGO_t10_L3_U16_U8_U8_B64_D03,0.997050524,V_t10_L3_U16_U8_U8_B64_D03,1.000146747,BAC_t10_L3_U16_U8_U8_B64_D03,1.000955701,HD_t10_L3_U16_U8_U8_B64_D03,0.997050524,MA_t10_L3_U16_U8_U8_B64_D03,0.999109089,MRK_t10_L3_U16_U8_U8_B64_D03,1.000972033,ABBV_t10_L3_U16_U8_U8_B64_D03,0.998798609,LLY_t10_L3_U16_U8_U8_B64_D03,1.002604842,UPS_t10_L3_U16_U8_U8_B64_D03,0.99734664,CAT_t10_L3_U16_U8_U8_B64_D03,0.9997105
AAPL_t10_L3_U8_U8_U8_B64_D03,0.995967865,MSFT_t10_L3_U8_U8_U8_B64_D03,0.997311831,AMZN_t10_L3_U8_U8_U8_B64_D03,1.002316236,GOOGL_t10_L3_U8_U8_U8_B64_D03,0.998236418,BRK-B_t10_L3_U8_U8_U8_B64_D03,0.071764313,TSLA_t10_L3_U8_U8_U8_B64_D03,0.999498785,NVDA_t10_L3_U8_U8_U8_B64_D03,0.998602152,GOOG_t10_L3_U8_U8_U8_B64_D03,0.997740984,UNH_t10_L3_U8_U8_U8_B64_D03,1.000494123,JPM_t10_L3_U8_U8_U8_B64_D03,1.004653215,AVGO_t10_L3_U8_U8_U8_B64_D03,0.999533594,V_t10_L3_U8_U8_U8_B64_D03,0.998814285,BAC_t10_L3_U8_U8_U8_B64_D03,1.000493526,HD_t10_L3_U8_U8_U8_B64_D03,0.999533594,MA_t10_L3_U8_U8_U8_B64_D03,1.000155807,MRK_t10_L3_U8_U8_U8_B64_D03,0.999396205,ABBV_t10_L3_U8_U8_U8_B64_D03,0.997718871,LLY_t10_L3_U8_U8_U8_B64_D03,0.998362005,UPS_t10_L3_U8_U8_U8_B64_D03,0.99868995,CAT_t10_L3_U8_U8_U8_B64_D03,0.998064756
AAPL_t10_L2_U128_U128_B16_D03,0.086196333,MSFT_t10_L2_U128_U128_B16_D03,0.109866381,AMZN_t10_L2_U128_U128_B16_D03,0.080990821,GOOGL_t10_L2_U128_U128_B16_D03,0.115125343,BRK-B_t10_L2_U128_U128_B16_D03,0.075359643,TSLA_t10_L2_U128_U128_B16_D03,0.080464475,NVDA_t10_L2_U128_U128_B16_D03,0.170048773,GOOG_t10_L2_U128_U128_B16_D03,0.050004844,UNH_t10_L2_U128_U128_B16_D03,0.058890846,JPM_t10_L2_U128_U128_B16_D03,0.056482121,AVGO_t10_L2_U128_U128_B16_D03,0.065977901,V_t10_L2_U128_U128_B16_D03,0.05494938,BAC_t10_L2_U128_U128_B16_D03,0.068995282,HD_t10_L2_U128_U128_B16_D03,0.065977901,MA_t10_L2_U128_U128_B16_D03,0.110689335,MRK_t10_L2_U128_U128_B16_D03,0.088671692,ABBV_t10_L2_U128_U128_B16_D03,0.108500265,LLY_t10_L2_U128_U128_B16_D03,0.055167153,UPS_t10_L2_U128_U128_B16_D03,0.04274036,CAT_t10_L2_U128_U128_B16_D03,0.085234724
AAPL_t10_L2_U128_U64_B16_D03,0.074768297,MSFT_t10_L2_U128_U64_B16_D03,0.075407699,AMZN_t10_L2_U128_U64_B16_D03,0.179927722,GOOGL_t10_L2_U128_U64_B16_D03,0.079622313,BRK-B_t10_L2_U128_U64_B16_D03,0.119388051,TSLA_t10_L2_U128_U64_B16_D03,0.057216246,NVDA_t10_L2_U128_U64_B16_D03,0.123176768,GOOG_t10_L2_U128_U64_B16_D03,0.084446326,UNH_t10_L2_U128_U64_B16_D03,0.068748891,JPM_t10_L2_U128_U64_B16_D03,0.049437638,AVGO_t10_L2_U128_U64_B16_D03,0.12443924,V_t10_L2_U128_U64_B16_D03,0.070481569,BAC_t10_L2_U128_U64_B16_D03,0.071764313,HD_t10_L2_U128_U64_B16_D03,0.12443924,MA_t10_L2_U128_U64_B16_D03,0.105300806,MRK_t10_L2_U128_U64_B16_D03,0.041815445,ABBV_t10_L2_U128_U64_B16_D03,0.112951905,LLY_t10_L2_U128_U64_B16_D03,0.071065299,UPS_t10_L2_U128_U64_B16_D03,0.060753718,CAT_t10_L2_U128_U64_B16_D03,0.100829192
AAPL_t10_L2_U64_U64_B16_D03,0.144966438,MSFT_t10_L2_U64_U64_B16_D03,0.059362527,AMZN_t10_L2_U64_U64_B16_D03,0.122476384,GOOGL_t10_L2_U64_U64_B16_D03,0.107657507,BRK-B_t10_L2_U64_U64_B16_D03,0.069734074,TSLA_t10_L2_U64_U64_B16_D03,0.071202606,NVDA_t10_L2_U64_U64_B16_D03,0.101672702,GOOG_t10_L2_U64_U64_B16_D03,0.078095406,UNH_t10_L2_U64_U64_B16_D03,0.053108897,JPM_t10_L2_U64_U64_B16_D03,0.103546843,AVGO_t10_L2_U64_U64_B16_D03,0.062079489,V_t10_L2_U64_U64_B16_D03,0.064642049,BAC_t10_L2_U64_U64_B16_D03,0.075359643,HD_t10_L2_U64_U64_B16_D03,0.062079489,MA_t10_L2_U64_U64_B16_D03,0.06764596,MRK_t10_L2_U64_U64_B16_D03,0.047308136,ABBV_t10_L2_U64_U64_B16_D03,0.042126063,LLY_t10_L2_U64_U64_B16_D03,0.140729666,UPS_t10_L2_U64_U64_B16_D03,0.106475741,CAT_t10_L2_U64_U64_B16_D03,0.092755407
AAPL_t10_L2_U64_U32_B16_D03,0.095100954,MSFT_t10_L2_U64_U32_B16_D03,0.117933489,AMZN_t10_L2_U64_U32_B16_D03,0.167598784,GOOGL_t10_L2_U64_U32_B16_D03,0.052855849,BRK-B_t10_L2_U64_U32_B16_D03,0.109151676,TSLA_t10_L2_U64_U32_B16_D03,0.081794597,NVDA_t10_L2_U64_U32_B16_D03,0.078110822,GOOG_t10_L2_U64_U32_B16_D03,0.061809953,UNH_t10_L2_U64_U32_B16_D03,0.068524778,JPM_t10_L2_U64_U32_B16_D03,0.061645746,AVGO_t10_L2_U64_U32_B16_D03,0.069996037,V_t10_L2_U64_U32_B16_D03,0.039807949,BAC_t10_L2_U64_U32_B16_D03,0.119388051,HD_t10_L2_U64_U32_B16_D03,0.069996037,MA_t10_L2_U64_U32_B16_D03,0.11928346,MRK_t10_L2_U64_U32_B16_D03,0.061158486,ABBV_t10_L2_U64_U32_B16_D03,0.12263789,LLY_t10_L2_U64_U32_B16_D03,0.097916976,UPS_t10_L2_U64_U32_B16_D03,0.054338813,CAT_t10_L2_U64_U32_B16_D03,0.075455658
AAPL_t10_L2_U32_U32_B16_D03,0.146363661,MSFT_t10_L2_U32_U32_B16_D03,0.074784935,AMZN_t10_L2_U32_U32_B16_D03,0.089987583,GOOGL_t10_L2_U32_U32_B16_D03,0.083766609,BRK-B_t10_L2_U32_U32_B16_D03,0.055877365,TSLA_t10_L2_U32_U32_B16_D03,0.091286086,NVDA_t10_L2_U32_U32_B16_D03,0.121430032,GOOG_t10_L2_U32_U32_B16_D03,0.059153877,UNH_t10_L2_U32_U32_B16_D03,0.050097141,JPM_t10_L2_U32_U32_B16_D03,0.064229302,AVGO_t10_L2_U32_U32_B16_D03,0.068084754,V_t10_L2_U32_U32_B16_D03,0.108042136,BAC_t10_L2_U32_U32_B16_D03,0.069734074,HD_t10_L2_U32_U32_B16_D03,0.068084754,MA_t10_L2_U32_U32_B16_D03,0.112936065,MRK_t10_L2_U32_U32_B16_D03,0.096818373,ABBV_t10_L2_U32_U32_B16_D03,0.042404436,LLY_t10_L2_U32_U32_B16_D03,0.180795357,UPS_t10_L2_U32_U32_B16_D03,0.100167207,CAT_t10_L2_U32_U32_B16_D03,0.08436019
AAPL_t10_L2_U32_U16_B16_D03,0.083717182,MSFT_t10_L2_U32_U16_B16_D03,0.112398803,AMZN_t10_L2_U32_U16_B16_D03,0.087794006,GOOGL_t10_L2_U32_U16_B16_D03,0.081852712,BRK-B_t10_L2_U32_U16_B16_D03,0.062584966,TSLA_t10_L2_U32_U16_B16_D03,0.068868704,NVDA_t10_L2_U32_U16_B16_D03,0.160164773,GOOG_t10_L2_U32_U16_B16_D03,0.106146492,UNH_t10_L2_U32_U16_B16_D03,0.079477213,JPM_t10_L2_U32_U16_B16_D03,0.042077899,AVGO_t10_L2_U32_U16_B16_D03,0.075341597,V_t10_L2_U32_U16_B16_D03,0.058797438,BAC_t10_L2_U32_U16_B16_D03,0.109151676,HD_t10_L2_U32_U16_B16_D03,0.075341597,MA_t10_L2_U32_U16_B16_D03,0.094973251,MRK_t10_L2_U32_U16_B16_D03,0.097492956,ABBV_t10_L2_U32_U16_B16_D03,0.189622536,LLY_t10_L2_U32_U16_B16_D03,0.104375347,UPS_t10_L2_U32_U16_B16_D03,0.132868841,CAT_t10_L2_U32_U16_B16_D03,0.050212003
AAPL_t10_L2_U16_U16_B16_D03,0.071782671,MSFT_t10_L2_U16_U16_B16_D03,0.09461581,AMZN_t10_L2_U16_U16_B16_D03,0.073639505,GOOGL_t10_L2_U16_U16_B16_D03,0.070244268,BRK-B_t10_L2_U16_U16_B16_D03,0.064143099,TSLA_t10_L2_U16_U16_B16_D03,0.066744186,NVDA_t10_L2_U16_U16_B16_D03,0.164525956,GOOG_t10_L2_U16_U16_B16_D03,0.09481255,UNH_t10_L2_U16_U16_B16_D03,0.108739004,JPM_t10_L2_U16_U16_B16_D03,0.047988333,AVGO_t10_L2_U16_U16_B16_D03,0.109396771,V_t10_L2_U16_U16_B16_D03,0.073044315,BAC_t10_L2_U16_U16_B16_D03,0.055877365,HD_t10_L2_U16_U16_B16_D03,0.109396771,MA_t10_L2_U16_U16_B16_D03,0.070560858,MRK_t10_L2_U16_U16_B16_D03,0.054045606,ABBV_t10_L2_U16_U16_B16_D03,0.149623379,LLY_t10_L2_U16_U16_B16_D03,0.055812314,UPS_t10_L2_U16_U16_B16_D03,0.075132161,CAT_t10_L2_U16_U16_B16_D03,0.064218886
AAPL_t10_L2_U16_U8_B16_D03,0.077535793,MSFT_t10_L2_U16_U8_B16_D03,0.080755368,AMZN_t10_L2_U16_U8_B16_D03,0.08500959,GOOGL_t10_L2_U16_U8_B16_D03,0.187351987,BRK-B_t10_L2_U16_U8_B16_D03,0.132771224,TSLA_t10_L2_U16_U8_B16_D03,0.089345567,NVDA_t10_L2_U16_U8_B16_D03,0.097938478,GOOG_t10_L2_U16_U8_B16_D03,0.065508127,UNH_t10_L2_U16_U8_B16_D03,0.075601891,JPM_t10_L2_U16_U8_B16_D03,0.067173667,AVGO_t10_L2_U16_U8_B16_D03,0.072275549,V_t10_L2_U16_U8_B16_D03,0.061493035,BAC_t10_L2_U16_U8_B16_D03,0.062584966,HD_t10_L2_U16_U8_B16_D03,0.072275549,MA_t10_L2_U16_U8_B16_D03,0.103052787,MRK_t10_L2_U16_U8_B16_D03,0.095898353,ABBV_t10_L2_U16_U8_B16_D03,0.110549502,LLY_t10_L2_U16_U8_B16_D03,0.096162789,UPS_t10_L2_U16_U8_B16_D03,0.101079829,CAT_t10_L2_U16_U8_B16_D03,0.096744902
AAPL_t10_L2_U8_U8_B16_D03,0.128444016,MSFT_t10_L2_U8_U8_B16_D03,0.069169238,AMZN_t10_L2_U8_U8_B16_D03,0.110859573,GOOGL_t10_L2_U8_U8_B16_D03,0.082399547,BRK-B_t10_L2_U8_U8_B16_D03,0.065025747,TSLA_t10_L2_U8_U8_B16_D03,0.06063826,NVDA_t10_L2_U8_U8_B16_D03,0.167778939,GOOG_t10_L2_U8_U8_B16_D03,0.124827377,UNH_t10_L2_U8_U8_B16_D03,0.075032771,JPM_t10_L2_U8_U8_B16_D03,0.061783955,AVGO_t10_L2_U8_U8_B16_D03,0.116206788,V_t10_L2_U8_U8_B16_D03,0.06216418,BAC_t10_L2_U8_U8_B16_D03,0.064143099,HD_t10_L2_U8_U8_B16_D03,0.116206788,MA_t10_L2_U8_U8_B16_D03,0.107855238,MRK_t10_L2_U8_U8_B16_D03,0.103966661,ABBV_t10_L2_U8_U8_B16_D03,0.126613617,LLY_t10_L2_U8_U8_B16_D03,0.072313651,UPS_t10_L2_U8_U8_B16_D03,0.089194648,CAT_t10_L2_U8_U8_B16_D03,0.056226313
AAPL_t10_L2_U128_U128_B32_D03,0.08875262,MSFT_t10_L2_U128_U128_B32_D03,0.052315582,AMZN_t10_L2_U128_U128_B32_D03,0.136851415,GOOGL_t10_L2_U128_U128_B32_D03,0.063887268,BRK-B_t10_L2_U128_U128_B32_D03,0.032103952,TSLA_t10_L2_U128_U128_B32_D03,0.071627073,NVDA_t10_L2_U128_U128_B32_D03,0.396140665,GOOG_t10_L2_U128_U128_B32_D03,0.130190939,UNH_t10_L2_U128_U128_B32_D03,0.0452886,JPM_t10_L2_U128_U128_B32_D03,0.04320788,AVGO_t10_L2_U128_U128_B32_D03,0.048643988,V_t10_L2_U128_U128_B32_D03,0.064384088,BAC_t10_L2_U128_U128_B32_D03,0.132771224,HD_t10_L2_U128_U128_B32_D03,0.048643988,MA_t10_L2_U128_U128_B32_D03,0.059772693,MRK_t10_L2_U128_U128_B32_D03,0.061102252,ABBV_t10_L2_U128_U128_B32_D03,0.088608436,LLY_t10_L2_U128_U128_B32_D03,0.139012516,UPS_t10_L2_U128_U128_B32_D03,0.051699456,CAT_t10_L2_U128_U128_B32_D03,0.073273011
AAPL_t10_L2_U128_U64_B32_D03,0.076454967,MSFT_t10_L2_U128_U64_B32_D03,0.067952193,AMZN_t10_L2_U128_U64_B32_D03,0.121300332,GOOGL_t10_L2_U128_U64_B32_D03,0.07447537,BRK-B_t10_L2_U128_U64_B32_D03,0.116884947,TSLA_t10_L2_U128_U64_B32_D03,0.067780353,NVDA_t10_L2_U128_U64_B32_D03,0.176159382,GOOG_t10_L2_U128_U64_B32_D03,0.23096545,UNH_t10_L2_U128_U64_B32_D03,0.090648524,JPM_t10_L2_U128_U64_B32_D03,0.074285194,AVGO_t10_L2_U128_U64_B32_D03,0.056148596,V_t10_L2_U128_U64_B32_D03,0.064155012,BAC_t10_L2_U128_U64_B32_D03,0.065025747,HD_t10_L2_U128_U64_B32_D03,0.056148596,MA_t10_L2_U128_U64_B32_D03,0.071689956,MRK_t10_L2_U128_U64_B32_D03,0.081706204,ABBV_t10_L2_U128_U64_B32_D03,0.080943823,LLY_t10_L2_U128_U64_B32_D03,0.082080081,UPS_t10_L2_U128_U64_B32_D03,0.061721295,CAT_t10_L2_U128_U64_B32_D03,0.068397067
AAPL_t10_L2_U64_U64_B32_D03,0.087662078,MSFT_t10_L2_U64_U64_B32_D03,0.071975976,AMZN_t10_L2_U64_U64_B32_D03,0.132873431,GOOGL_t10_L2_U64_U64_B32_D03,0.068958901,BRK-B_t10_L2_U64_U64_B32_D03,0.099025644,TSLA_t10_L2_U64_U64_B32_D03,0.0795158,NVDA_t10_L2_U64_U64_B32_D03,0.177561447,GOOG_t10_L2_U64_U64_B32_D03,0.071073793,UNH_t10_L2_U64_U64_B32_D03,0.069098368,JPM_t10_L2_U64_U64_B32_D03,0.058342617,AVGO_t10_L2_U64_U64_B32_D03,0.075034514,V_t10_L2_U64_U64_B32_D03,0.07985767,BAC_t10_L2_U64_U64_B32_D03,0.032103952,HD_t10_L2_U64_U64_B32_D03,0.075034514,MA_t10_L2_U64_U64_B32_D03,0.076287024,MRK_t10_L2_U64_U64_B32_D03,0.034147874,ABBV_t10_L2_U64_U64_B32_D03,0.049069278,LLY_t10_L2_U64_U64_B32_D03,0.130563051,UPS_t10_L2_U64_U64_B32_D03,0.049410719,CAT_t10_L2_U64_U64_B32_D03,0.06440977
AAPL_t10_L2_U64_U32_B32_D03,0.105610579,MSFT_t10_L2_U64_U32_B32_D03,0.046580594,AMZN_t10_L2_U64_U32_B32_D03,0.093649387,GOOGL_t10_L2_U64_U32_B32_D03,0.069131263,BRK-B_t10_L2_U64_U32_B32_D03,0.102952346,TSLA_t10_L2_U64_U32_B32_D03,0.068438716,NVDA_t10_L2_U64_U32_B32_D03,0.432859272,GOOG_t10_L2_U64_U32_B32_D03,0.102920577,UNH_t10_L2_U64_U32_B32_D03,0.080921322,JPM_t10_L2_U64_U32_B32_D03,0.088946953,AVGO_t10_L2_U64_U32_B32_D03,0.074917503,V_t10_L2_U64_U32_B32_D03,0.048399296,BAC_t10_L2_U64_U32_B32_D03,0.116884947,HD_t10_L2_U64_U32_B32_D03,0.074917503,MA_t10_L2_U64_U32_B32_D03,0.096160769,MRK_t10_L2_U64_U32_B32_D03,0.087221853,ABBV_t10_L2_U64_U32_B32_D03,0.228190705,LLY_t10_L2_U64_U32_B32_D03,0.117714688,UPS_t10_L2_U64_U32_B32_D03,0.05555921,CAT_t10_L2_U64_U32_B32_D03,0.084062755
